code_edi;tableau_nom;libelle_ligne;label_col1;label_col2;label_col3
12125;Table 1;"(code = 12121)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1624;Table 1;IMMOBILISATIONS INCORPORELLES;Valeur 1;Valeur 2;Valeur 3
1629;Table 1;IMMOBILISATIONS INCORPORELLES;Valeur 1;Valeur 2;Valeur 3
1650;Table 1;IMMOBILISATIONS INCORPORELLES;Valeur 1;Valeur 2;Valeur 3
1679;Table 1;IMMOBILISATIONS INCORPORELLES;Valeur 1;Valeur 2;Valeur 3
1625;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1630;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1651;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1680;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1626;Table 1;* Brevets, marques droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1631;Table 1;* Brevets, marques droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1652;Table 1;* Brevets, marques droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1681;Table 1;* Brevets, marques droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1627;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1632;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1653;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1682;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1628;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1633;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1654;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1683;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1700;Table 1;IMMOBILISATIONS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
1708;Table 1;IMMOBILISATIONS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
1716;Table 1;IMMOBILISATIONS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
1724;Table 1;IMMOBILISATIONS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
1701;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1709;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1717;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1725;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1702;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1710;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1718;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1726;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1703;Table 1;"* Installations techniques; matériel et outillage";Valeur 1;Valeur 2;Valeur 3
1711;Table 1;"* Installations techniques; matériel et outillage";Valeur 1;Valeur 2;Valeur 3
1719;Table 1;"* Installations techniques; matériel et outillage";Valeur 1;Valeur 2;Valeur 3
1727;Table 1;"* Installations techniques; matériel et outillage";Valeur 1;Valeur 2;Valeur 3
1704;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1712;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1720;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1728;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1705;Table 1;* Mobilier, matériel de bureau et aménagements divers;Valeur 1;Valeur 2;Valeur 3
1713;Table 1;* Mobilier, matériel de bureau et aménagements divers;Valeur 1;Valeur 2;Valeur 3
1721;Table 1;* Mobilier, matériel de bureau et aménagements divers;Valeur 1;Valeur 2;Valeur 3
1729;Table 1;* Mobilier, matériel de bureau et aménagements divers;Valeur 1;Valeur 2;Valeur 3
1706;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1714;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1722;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1730;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1707;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1715;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1723;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1731;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
14062;Table 1;TOTAL GENERAL;Valeur 1;Valeur 2;Valeur 3
14063;Table 1;TOTAL GENERAL;Valeur 1;Valeur 2;Valeur 3
14064;Table 1;TOTAL GENERAL;Valeur 1;Valeur 2;Valeur 3
71;Table 1;Exercice clos le: (code = 71)(Type =Date);Valeur 1;Valeur 2;Valeur 3
1748;Table 1;1. Provisions pour dépréciation de l'actif immobilisé;Valeur 1;Valeur 2;Valeur 3
1749;Table 1;1. Provisions pour dépréciation de l'actif immobilisé;Valeur 1;Valeur 2;Valeur 3
1750;Table 1;1. Provisions pour dépréciation de l'actif immobilisé;Valeur 1;Valeur 2;Valeur 3
1751;Table 1;1. Provisions pour dépréciation de l'actif immobilisé;Valeur 1;Valeur 2;Valeur 3
1752;Table 1;1. Provisions pour dépréciation de l'actif immobilisé;Valeur 1;Valeur 2;Valeur 3
1753;Table 1;1. Provisions pour dépréciation de l'actif immobilisé;Valeur 1;Valeur 2;Valeur 3
1754;Table 1;1. Provisions pour dépréciation de l'actif immobilisé;Valeur 1;Valeur 2;Valeur 3
1755;Table 1;1. Provisions pour dépréciation de l'actif immobilisé;Valeur 1;Valeur 2;Valeur 3
1784;Table 1;2. Provisions réglementées;Valeur 1;Valeur 2;Valeur 3
1785;Table 1;2. Provisions réglementées;Valeur 1;Valeur 2;Valeur 3
1786;Table 1;2. Provisions réglementées;Valeur 1;Valeur 2;Valeur 3
1787;Table 1;2. Provisions réglementées;Valeur 1;Valeur 2;Valeur 3
1788;Table 1;2. Provisions réglementées;Valeur 1;Valeur 2;Valeur 3
1789;Table 1;2. Provisions réglementées;Valeur 1;Valeur 2;Valeur 3
1790;Table 1;2. Provisions réglementées;Valeur 1;Valeur 2;Valeur 3
1791;Table 1;2. Provisions réglementées;Valeur 1;Valeur 2;Valeur 3
1827;Table 1;3. Provisions durables pour risques et charges;Valeur 1;Valeur 2;Valeur 3
1828;Table 1;3. Provisions durables pour risques et charges;Valeur 1;Valeur 2;Valeur 3
1829;Table 1;3. Provisions durables pour risques et charges;Valeur 1;Valeur 2;Valeur 3
1830;Table 1;3. Provisions durables pour risques et charges;Valeur 1;Valeur 2;Valeur 3
1831;Table 1;3. Provisions durables pour risques et charges;Valeur 1;Valeur 2;Valeur 3
1832;Table 1;3. Provisions durables pour risques et charges;Valeur 1;Valeur 2;Valeur 3
1833;Table 1;3. Provisions durables pour risques et charges;Valeur 1;Valeur 2;Valeur 3
1834;Table 1;3. Provisions durables pour risques et charges;Valeur 1;Valeur 2;Valeur 3
1844;Table 1;SOUS TOTAL (A);Valeur 1;Valeur 2;Valeur 3
1845;Table 1;SOUS TOTAL (A);Valeur 1;Valeur 2;Valeur 3
1846;Table 1;SOUS TOTAL (A);Valeur 1;Valeur 2;Valeur 3
1847;Table 1;SOUS TOTAL (A);Valeur 1;Valeur 2;Valeur 3
1848;Table 1;SOUS TOTAL (A);Valeur 1;Valeur 2;Valeur 3
1849;Table 1;SOUS TOTAL (A);Valeur 1;Valeur 2;Valeur 3
1850;Table 1;SOUS TOTAL (A);Valeur 1;Valeur 2;Valeur 3
1851;Table 1;SOUS TOTAL (A);Valeur 1;Valeur 2;Valeur 3
1877;Table 1;4. Provisions pour dépréciation de l'actif circulant (hors trésorerie);Valeur 1;Valeur 2;Valeur 3
1878;Table 1;4. Provisions pour dépréciation de l'actif circulant (hors trésorerie);Valeur 1;Valeur 2;Valeur 3
1879;Table 1;4. Provisions pour dépréciation de l'actif circulant (hors trésorerie);Valeur 1;Valeur 2;Valeur 3
1880;Table 1;4. Provisions pour dépréciation de l'actif circulant (hors trésorerie);Valeur 1;Valeur 2;Valeur 3
1881;Table 1;4. Provisions pour dépréciation de l'actif circulant (hors trésorerie);Valeur 1;Valeur 2;Valeur 3
1882;Table 1;4. Provisions pour dépréciation de l'actif circulant (hors trésorerie);Valeur 1;Valeur 2;Valeur 3
1883;Table 1;4. Provisions pour dépréciation de l'actif circulant (hors trésorerie);Valeur 1;Valeur 2;Valeur 3
1884;Table 1;4. Provisions pour dépréciation de l'actif circulant (hors trésorerie);Valeur 1;Valeur 2;Valeur 3
1894;Table 1;5. Autres Provisions pour risques et charge;Valeur 1;Valeur 2;Valeur 3
1895;Table 1;5. Autres Provisions pour risques et charge;Valeur 1;Valeur 2;Valeur 3
1896;Table 1;5. Autres Provisions pour risques et charge;Valeur 1;Valeur 2;Valeur 3
1897;Table 1;5. Autres Provisions pour risques et charge;Valeur 1;Valeur 2;Valeur 3
1898;Table 1;5. Autres Provisions pour risques et charge;Valeur 1;Valeur 2;Valeur 3
1899;Table 1;5. Autres Provisions pour risques et charge;Valeur 1;Valeur 2;Valeur 3
1900;Table 1;5. Autres Provisions pour risques et charge;Valeur 1;Valeur 2;Valeur 3
1901;Table 1;5. Autres Provisions pour risques et charge;Valeur 1;Valeur 2;Valeur 3
1903;Table 1;6. Provisions pour dépréciation des comptes de trésorerie;Valeur 1;Valeur 2;Valeur 3
1904;Table 1;6. Provisions pour dépréciation des comptes de trésorerie;Valeur 1;Valeur 2;Valeur 3
1905;Table 1;6. Provisions pour dépréciation des comptes de trésorerie;Valeur 1;Valeur 2;Valeur 3
1906;Table 1;6. Provisions pour dépréciation des comptes de trésorerie;Valeur 1;Valeur 2;Valeur 3
1907;Table 1;6. Provisions pour dépréciation des comptes de trésorerie;Valeur 1;Valeur 2;Valeur 3
1908;Table 1;6. Provisions pour dépréciation des comptes de trésorerie;Valeur 1;Valeur 2;Valeur 3
1909;Table 1;6. Provisions pour dépréciation des comptes de trésorerie;Valeur 1;Valeur 2;Valeur 3
1910;Table 1;6. Provisions pour dépréciation des comptes de trésorerie;Valeur 1;Valeur 2;Valeur 3
1912;Table 1;SOUS TOTAL (B);Valeur 1;Valeur 2;Valeur 3
1913;Table 1;SOUS TOTAL (B);Valeur 1;Valeur 2;Valeur 3
1914;Table 1;SOUS TOTAL (B);Valeur 1;Valeur 2;Valeur 3
1915;Table 1;SOUS TOTAL (B);Valeur 1;Valeur 2;Valeur 3
1916;Table 1;SOUS TOTAL (B);Valeur 1;Valeur 2;Valeur 3
1917;Table 1;SOUS TOTAL (B);Valeur 1;Valeur 2;Valeur 3
1918;Table 1;SOUS TOTAL (B);Valeur 1;Valeur 2;Valeur 3
1919;Table 1;SOUS TOTAL (B);Valeur 1;Valeur 2;Valeur 3
1921;Table 1;TOTAL (A+B);Valeur 1;Valeur 2;Valeur 3
1922;Table 1;TOTAL (A+B);Valeur 1;Valeur 2;Valeur 3
1923;Table 1;TOTAL (A+B);Valeur 1;Valeur 2;Valeur 3
1924;Table 1;TOTAL (A+B);Valeur 1;Valeur 2;Valeur 3
1925;Table 1;TOTAL (A+B);Valeur 1;Valeur 2;Valeur 3
1926;Table 1;TOTAL (A+B);Valeur 1;Valeur 2;Valeur 3
1927;Table 1;TOTAL (A+B);Valeur 1;Valeur 2;Valeur 3
1928;Table 1;TOTAL (A+B);Valeur 1;Valeur 2;Valeur 3
72;Table 1;Exercice clos le: (code = 72)(Type =Date);Valeur 1;Valeur 2;Valeur 3
1929;Table 1;(code = 1929) (Type =Date);Valeur 1;Valeur 2;Valeur 3
1930;Table 1;(code = 1929) (Type =Date);Valeur 1;Valeur 2;Valeur 3
1931;Table 1;(code = 1929) (Type =Date);Valeur 1;Valeur 2;Valeur 3
1932;Table 1;(code = 1929) (Type =Date);Valeur 1;Valeur 2;Valeur 3
1933;Table 1;(code = 1929) (Type =Date);Valeur 1;Valeur 2;Valeur 3
1934;Table 1;(code = 1929) (Type =Date);Valeur 1;Valeur 2;Valeur 3
1935;Table 1;(code = 1929) (Type =Date);Valeur 1;Valeur 2;Valeur 3
1936;Table 1;(code = 1929) (Type =Date);Valeur 1;Valeur 2;Valeur 3
2037;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2038;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2039;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2040;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2041;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2042;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2043;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2044;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
14065;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2045;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2046;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2047;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2048;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2049;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2050;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2051;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2052;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2053;Table 1;"(code = 2044)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
14066;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2055;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2056;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2057;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2058;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2059;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2060;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2061;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2062;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2063;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
2065;Table 1;A. T.V.A. Facturée;Valeur 1;Valeur 2;Valeur 3
2066;Table 1;A. T.V.A. Facturée;Valeur 1;Valeur 2;Valeur 3
2067;Table 1;A. T.V.A. Facturée;Valeur 1;Valeur 2;Valeur 3
2068;Table 1;A. T.V.A. Facturée;Valeur 1;Valeur 2;Valeur 3
2070;Table 1;B. T.V.A. Récupérable;Valeur 1;Valeur 2;Valeur 3
2071;Table 1;B. T.V.A. Récupérable;Valeur 1;Valeur 2;Valeur 3
2072;Table 1;B. T.V.A. Récupérable;Valeur 1;Valeur 2;Valeur 3
2073;Table 1;B. T.V.A. Récupérable;Valeur 1;Valeur 2;Valeur 3
2075;Table 1;* sur charges;Valeur 1;Valeur 2;Valeur 3
2076;Table 1;* sur charges;Valeur 1;Valeur 2;Valeur 3
2077;Table 1;* sur charges;Valeur 1;Valeur 2;Valeur 3
2078;Table 1;* sur charges;Valeur 1;Valeur 2;Valeur 3
2080;Table 1;* sur immobilisations;Valeur 1;Valeur 2;Valeur 3
2081;Table 1;* sur immobilisations;Valeur 1;Valeur 2;Valeur 3
2082;Table 1;* sur immobilisations;Valeur 1;Valeur 2;Valeur 3
2083;Table 1;* sur immobilisations;Valeur 1;Valeur 2;Valeur 3
2085;Table 1;C. T.V.A. due ou crédit de T.V.A = (A - B );Valeur 1;Valeur 2;Valeur 3
2086;Table 1;C. T.V.A. due ou crédit de T.V.A = (A - B );Valeur 1;Valeur 2;Valeur 3
2087;Table 1;C. T.V.A. due ou crédit de T.V.A = (A - B );Valeur 1;Valeur 2;Valeur 3
2088;Table 1;C. T.V.A. due ou crédit de T.V.A = (A - B );Valeur 1;Valeur 2;Valeur 3
18;Table 1;Montant du capital: (code = 18)(Type =Double);Valeur 1;Valeur 2;Valeur 3
2094;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
17887;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13536;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13537;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
14560;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2095;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2096;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2097;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2098;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2099;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2100;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
2101;Table 1;"(code = 2094)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
471;Table 1;Report à nouveau;Valeur 1;Valeur 2;Valeur 3
473;Table 1;Résultats nets en instance d'affectation;Valeur 1;Valeur 2;Valeur 3
475;Table 1;Résultat net de l'exercice;Valeur 1;Valeur 2;Valeur 3
477;Table 1;Prélèvements sur les réserves;Valeur 1;Valeur 2;Valeur 3
479;Table 1;Autres prélèvements;Valeur 1;Valeur 2;Valeur 3
481;Table 1;TOTAL A;Valeur 1;Valeur 2;Valeur 3
483;Table 1;Réserve légale;Valeur 1;Valeur 2;Valeur 3
485;Table 1;Autres réserves;Valeur 1;Valeur 2;Valeur 3
487;Table 1;Tantièmes;Valeur 1;Valeur 2;Valeur 3
489;Table 1;Dividendes;Valeur 1;Valeur 2;Valeur 3
491;Table 1;Autres affectations;Valeur 1;Valeur 2;Valeur 3
493;Table 1;Report à nouveau;Valeur 1;Valeur 2;Valeur 3
495;Table 1;TOTAL B;Valeur 1;Valeur 2;Valeur 3
22;Table 1;Montant global:                                              (code = 22)(Type =Double);Valeur 1;Valeur 2;Valeur 3
50;Table 1;Exercice clos le:                                             (code = 50)(Type =Date);Valeur 1;Valeur 2;Valeur 3
51;Table 1;Amortissements de l'exercice allant du: (code = 51)(Type =Date);Valeur 1;Valeur 2;Valeur 3
52;Table 1;au:                                                                      (code = 52)(Type =Date);Valeur 1;Valeur 2;Valeur 3
10061;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1078;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1079;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1080;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1081;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1082;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1083;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1084;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1085;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1086;Table 1;"(code = 10061)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1087;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
1088;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
1089;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
1090;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
1091;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
1092;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
1093;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
1094;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
1095;Table 1;Totaux;Valeur 1;Valeur 2;Valeur 3
54;Table 1;Exercice clos le: (code = 54)(Type =Date);Valeur 1;Valeur 2;Valeur 3
1110;Table 1;1- Terrains (1);Valeur 1;Valeur 2;Valeur 3
1111;Table 1;1- Terrains (1);Valeur 1;Valeur 2;Valeur 3
1112;Table 1;1- Terrains (1);Valeur 1;Valeur 2;Valeur 3
1113;Table 1;1- Terrains (1);Valeur 1;Valeur 2;Valeur 3
1114;Table 1;1- Terrains (1);Valeur 1;Valeur 2;Valeur 3
1115;Table 1;1- Terrains (1);Valeur 1;Valeur 2;Valeur 3
1116;Table 1;1- Terrains (1);Valeur 1;Valeur 2;Valeur 3
1117;Table 1;1- Terrains (1);Valeur 1;Valeur 2;Valeur 3
1119;Table 1;2- Constructions;Valeur 1;Valeur 2;Valeur 3
1120;Table 1;2- Constructions;Valeur 1;Valeur 2;Valeur 3
1121;Table 1;2- Constructions;Valeur 1;Valeur 2;Valeur 3
1122;Table 1;2- Constructions;Valeur 1;Valeur 2;Valeur 3
1123;Table 1;2- Constructions;Valeur 1;Valeur 2;Valeur 3
1124;Table 1;2- Constructions;Valeur 1;Valeur 2;Valeur 3
1125;Table 1;2- Constructions;Valeur 1;Valeur 2;Valeur 3
1126;Table 1;2- Constructions;Valeur 1;Valeur 2;Valeur 3
1128;Table 1;3- Matériel et outillage;Valeur 1;Valeur 2;Valeur 3
1129;Table 1;3- Matériel et outillage;Valeur 1;Valeur 2;Valeur 3
1130;Table 1;3- Matériel et outillage;Valeur 1;Valeur 2;Valeur 3
1131;Table 1;3- Matériel et outillage;Valeur 1;Valeur 2;Valeur 3
1132;Table 1;3- Matériel et outillage;Valeur 1;Valeur 2;Valeur 3
1133;Table 1;3- Matériel et outillage;Valeur 1;Valeur 2;Valeur 3
1134;Table 1;3- Matériel et outillage;Valeur 1;Valeur 2;Valeur 3
1135;Table 1;3- Matériel et outillage;Valeur 1;Valeur 2;Valeur 3
1137;Table 1;4- Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1138;Table 1;4- Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1139;Table 1;4- Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1140;Table 1;4- Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1141;Table 1;4- Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1142;Table 1;4- Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1143;Table 1;4- Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1144;Table 1;4- Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1146;Table 1;5- Agencements - installations;Valeur 1;Valeur 2;Valeur 3
1147;Table 1;5- Agencements - installations;Valeur 1;Valeur 2;Valeur 3
1148;Table 1;5- Agencements - installations;Valeur 1;Valeur 2;Valeur 3
1149;Table 1;5- Agencements - installations;Valeur 1;Valeur 2;Valeur 3
1150;Table 1;5- Agencements - installations;Valeur 1;Valeur 2;Valeur 3
1151;Table 1;5- Agencements - installations;Valeur 1;Valeur 2;Valeur 3
1152;Table 1;5- Agencements - installations;Valeur 1;Valeur 2;Valeur 3
1153;Table 1;5- Agencements - installations;Valeur 1;Valeur 2;Valeur 3
1155;Table 1;6- Brevets;Valeur 1;Valeur 2;Valeur 3
1156;Table 1;6- Brevets;Valeur 1;Valeur 2;Valeur 3
1157;Table 1;6- Brevets;Valeur 1;Valeur 2;Valeur 3
1158;Table 1;6- Brevets;Valeur 1;Valeur 2;Valeur 3
1159;Table 1;6- Brevets;Valeur 1;Valeur 2;Valeur 3
1160;Table 1;6- Brevets;Valeur 1;Valeur 2;Valeur 3
1161;Table 1;6- Brevets;Valeur 1;Valeur 2;Valeur 3
1162;Table 1;6- Brevets;Valeur 1;Valeur 2;Valeur 3
1164;Table 1;7- Autres éléments amortissables;Valeur 1;Valeur 2;Valeur 3
1165;Table 1;7- Autres éléments amortissables;Valeur 1;Valeur 2;Valeur 3
1166;Table 1;7- Autres éléments amortissables;Valeur 1;Valeur 2;Valeur 3
1167;Table 1;7- Autres éléments amortissables;Valeur 1;Valeur 2;Valeur 3
1168;Table 1;7- Autres éléments amortissables;Valeur 1;Valeur 2;Valeur 3
1169;Table 1;7- Autres éléments amortissables;Valeur 1;Valeur 2;Valeur 3
1170;Table 1;7- Autres éléments amortissables;Valeur 1;Valeur 2;Valeur 3
1171;Table 1;7- Autres éléments amortissables;Valeur 1;Valeur 2;Valeur 3
1180;Table 1;8- Titres de participation;Valeur 1;Valeur 2;Valeur 3
1182;Table 1;9- Fonds de commerce;Valeur 1;Valeur 2;Valeur 3
1183;Table 1;9- Fonds de commerce;Valeur 1;Valeur 2;Valeur 3
1184;Table 1;9- Fonds de commerce;Valeur 1;Valeur 2;Valeur 3
1185;Table 1;9- Fonds de commerce;Valeur 1;Valeur 2;Valeur 3
1186;Table 1;9- Fonds de commerce;Valeur 1;Valeur 2;Valeur 3
1187;Table 1;9- Fonds de commerce;Valeur 1;Valeur 2;Valeur 3
1188;Table 1;9- Fonds de commerce;Valeur 1;Valeur 2;Valeur 3
1189;Table 1;9- Fonds de commerce;Valeur 1;Valeur 2;Valeur 3
1191;Table 1;10- Autres éléments non amortissables;Valeur 1;Valeur 2;Valeur 3
1192;Table 1;10- Autres éléments non amortissables;Valeur 1;Valeur 2;Valeur 3
1193;Table 1;10- Autres éléments non amortissables;Valeur 1;Valeur 2;Valeur 3
1194;Table 1;10- Autres éléments non amortissables;Valeur 1;Valeur 2;Valeur 3
1195;Table 1;10- Autres éléments non amortissables;Valeur 1;Valeur 2;Valeur 3
1196;Table 1;10- Autres éléments non amortissables;Valeur 1;Valeur 2;Valeur 3
1197;Table 1;10- Autres éléments non amortissables;Valeur 1;Valeur 2;Valeur 3
1198;Table 1;10- Autres éléments non amortissables;Valeur 1;Valeur 2;Valeur 3
1200;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1201;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1202;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1203;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1204;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1205;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1206;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1207;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
55;Table 1;Exercice clos le: (code = 55)(Type =Date);Valeur 1;Valeur 2;Valeur 3
1209;Table 1;"(cod e = 1208
)
(Typ e
=Tex te)";Valeur 1;Valeur 2;Valeur 3
1211;Table 1;"(cod e = 1208
)
(Typ e
=Tex te)";Valeur 1;Valeur 2;Valeur 3
1214;Table 1;"(cod e = 1208
)
(Typ e
=Tex te)";Valeur 1;Valeur 2;Valeur 3
1215;Table 1;"(cod e = 1208
)
(Typ e
=Tex te)";Valeur 1;Valeur 2;Valeur 3
1216;Table 1;"(cod e = 1208
)
(Typ e
=Tex te)";Valeur 1;Valeur 2;Valeur 3
1217;Table 1;"(cod e = 1208
)
(Typ e
=Tex te)";Valeur 1;Valeur 2;Valeur 3
1218;Table 1;"(cod e = 1208
)
(Typ e
=Tex te)";Valeur 1;Valeur 2;Valeur 3
1219;Table 1;"(cod e = 1208
)
(Typ e
=Tex te)";Valeur 1;Valeur 2;Valeur 3
